intent,web_ref,title,price,suburb,city,property_type,beds,baths,availability,deposit,lease_period,address,agent,phones,whatsapp_links,exclude_tags,url
buy,AP13975,347Ha Farm For Sale in Mookgopong,"R10,600,000",Mookgopong,Mookgopong,Farm,4,2,,,,"347 Ha Farm for Sale in Naboomspruit, Mookgopong",Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/858091/
buy,AP23821,2 Bedroom Townhouse For Sale in Kosmosdal,"R1,290,000",Kosmosdal,Centurion,Townhouse,2,2,,,,"22 Cosmos View Estate, 6829 Waterberg Drive, Kosmosdal, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/kosmosdal/townhouse/3023142/22-cosmos-view-estate-6829-waterberg-drive/
buy,AP23297,1.50Ha Vacant Land For Sale in Bela Bela,"R270,000",Bela Bela,Bela Bela,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/vacant-land/2730121/
buy,AP21922,5 Bedroom House For Sale in Bankenveld Estate,"R13,600,000",Bankenveld Estate,Witbank,House,5,4,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/bankenveld-estate/house/1442086/
buy,AP23803,1 Bedroom Apartment For Sale in Arcadia,"R520,000",Arcadia,Pretoria,Apartment,1,1,,,,,,061 409 4722; 012 348 0123,[061 409 4722](https://wa.me/27614094722),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/arcadia/apartment/3018059/
buy,AP23515,4 Bedroom Apartment For Sale in Carlswald,"R2,799,000",Carlswald,Midrand,Apartment,4,3,,,,"2 Villa La Seule, 111 Milford Road, Carlswald, Midrand",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/midrand/carlswald/apartment/2898003/2-villa-la-seule-111-milford-road/
buy,AP23649,2 Bedroom Apartment For Sale in Brooklyn,"R1,999,000",Brooklyn,Pretoria,Apartment,2,2,,,,,Sandy Lunt,0823222322; 012 348 0123,[0823222322](https://wa.me/27823222322),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/brooklyn/apartment/2947454/
buy,AP22776,3 Bedroom Duplex For Sale in Ben Fleur,"R1,659,000",Ben Fleur,Witbank,Duplex,3,2.5,,,,,Charlotte Erasmus,082 444 5332; 013 590 0665,[082 444 5332](https://wa.me/27824445332),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/duplex/2200958/
buy,AP23837,2 Bedroom Flat For Sale in La Montagne,"R770,000",La Montagne,Pretoria,Flat,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/la-montagne/flat/3027350/
buy,AP24106,3 Bedroom House For Sale in Pierre Van Ryneveld,"R1,750,000",Pierre Van Ryneveld,Centurion,House,3,2,,,,,Liesl Van Staden,084 870 1465; 012 348 0123; 083 259 5342,[084 870 1465](https://wa.me/27848701465); [083 259 5342](https://wa.me/27832595342),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/pierre-van-ryneveld/house/3157890/
buy,AP24086,2 Bedroom Townhouse For Sale in Moreleta Park,"R850,000",Moreleta Park,Pretoria,Townhouse,2,1,,,,,Liezl Janse Van Rensburg,084 851 0492; 012 348 0123,[084 851 0492](https://wa.me/27848510492),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/moreleta-park/townhouse/3148407/
buy,AP22847,3 Bedroom Sectional Title For Sale in Koro Creek Golf Estate,"R2,350,000",Koro Creek Golf Estate,Modimolle,Sectional Title,3,2.5,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/koro-creek-golf-estate/sectional-title/2266007/
buy,AP24149,2 Bedroom Sectional Title For Sale in Bela Bela,"R775,000",Bela Bela,Bela Bela,Sectional Title,2,1,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/sectional-title/3180561/
buy,AP23861,7 Bedroom Freehold For Sale in Lynnwood Manor,"R6,000,000",Lynnwood Manor,Pretoria,Freehold,7,6,,,,,Este Moolman,083 268 0736; 012 348 0123,[083 268 0736](https://wa.me/27832680736),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood-manor/freehold/3034062/
buy,AP22761,3 Bedroom Sectional Title For Sale in Del Judor Ext 4,"R1,659,000",Del Judor Ext 4,Witbank,Sectional Title,3,2.5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/del-judor-ext-4/sectional-title/2194793/
buy,AP23455,980m2 Vacant Land For Sale in Constantia Park,"R1,200,000",Constantia Park,Pretoria,Vacant Land,,,,,,,Betsie Summerfield,083 488 4748; 012 348 0123,[083 488 4748](https://wa.me/27834884748),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/constantia-park/vacant-land/2835723/
buy,AP16686,1 Bedroom Apartment For Sale in Hatfield,"R680,000",Hatfield,Pretoria,Apartment,1,1,,,,"001 Cambridge Court, 1232 Park Street, Hatfield, Pretoria",Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/844636/001-cambridge-court-1232-park-street/
buy,AP23502,3 Bedroom House For Sale in Bela Bela,"R954,000",Bela Bela,Bela Bela,House,3,2,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/house/2890272/
buy,AP23073,17.10Ha Smallholding For Sale in Bela Bela Rural,"R2,450,000",Bela Bela Rural,Bela Bela,Smallholding,6,4,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/smallholding/2408582/
buy,AP23826,2 Bedroom Cluster For Sale in Menlo Park,"R4,400,000",Menlo Park,Pretoria,Cluster,2,2.5,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlo-park/cluster/3023908/
buy,AP23437,8 Bedroom House For Sale in Mooikloof Glen,POA,Mooikloof Glen,Pretoria,House,8,8.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/mooikloof-glen/house/2828452/
buy,AP24051,5 Bedroom Freehold For Sale in Lyttelton Manor,"R2,500,000",Lyttelton Manor,Centurion,Freehold,5,4,,,,,,082 392 3123; 012 348 0123,[082 392 3123](https://wa.me/27823923123),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/lyttelton-manor/freehold/3136010/
buy,AP24091,5 Bedroom House For Sale in Blue Valley Golf Estate,"R4,299,000",Blue Valley Golf Estate,Centurion,House,5,3.5,,,,"106 Gary Player Boulevard, Blue Valley Golf Estate, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/blue-valley-golf-estate/house/3149933/106-gary-player-boulevard/
buy,AP19291,3 Bedroom House For Sale in Jackaroo Park,"R1,350,000",Jackaroo Park,Witbank,House,3,3,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/jackaroo-park/house/844811/
buy,AP23871,2 Bedroom Townhouse For Sale in Bela Bela,"R820,000",Bela Bela,Bela Bela,Townhouse,2,1.5,,,,,,065 921 3851; 065 851 0009,[065 921 3851](https://wa.me/27659213851); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/townhouse/3037088/
buy,AP7894,2 Bedroom Apartment For Sale in Hatfield,"R1,150,000",Hatfield,Pretoria,Apartment,2,2,,,,"A007 Duncan Court, 1236 Park Street, Hatfield, Pretoria",Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/851863/a007-duncan-court-1236-park-street/
buy,AP23885,3 Bedroom House For Sale in Mookgopong,"R2,700,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/3044956/
buy,AP22827,"10,000m2 Smallholding For Sale in Grootfontein Country Estates","R3,340,000",Grootfontein Country Estates,Pretoria,Smallholding,3,2,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/grootfontein-country-estates/smallholding/2257119/
buy,AP21539,3 Bedroom Retirement Unit For Sale in Mookgopong,"R1,420,000",Mookgopong,Mookgopong,Retirement Unit,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/retirement-unit/1243669/
buy,AP24054,3 Bedroom Simplex For Sale in Highveld,"R1,950,000",Highveld,Centurion,Simplex,3,2,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/highveld/simplex/3137953/
buy,AP21942,251m2 Vacant Land Sold in Negester Klein-Kariba,"R310,000",Negester Klein Kariba,Bela Bela,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),sold; retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/negester-klein-kariba/vacant-land/1448128/
buy,AP23755,2 Bedroom Sectional Title For Sale in Bela Bela,"R750,000",Bela Bela,Bela Bela,Sectional Title,2,1,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/sectional-title/2996080/
buy,AP23425,5 Bedroom House For Sale in Die Heuwel,"R3,790,000",Die Heuwel,Witbank,House,5,3.5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/die-heuwel/house/2806234/
buy,AP23674,2 Bedroom Retirement Unit For Sale in Bela Bela,"R766,900",Bela Bela,Bela Bela,Retirement Unit,2,1.5,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/retirement-unit/2956022/
buy,AP20802,2 Bedroom Retirement Unit For Sale in Mookgopong,"R1,450,000",Mookgopong,Mookgopong,Retirement Unit,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/retirement-unit/1014328/
buy,AP20801,2 Bedroom Retirement Unit For Sale in Mookgopong,"R1,550,000",Mookgopong,Mookgopong,Retirement Unit,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/retirement-unit/1014273/
buy,AP20720,"21,000m2 Vacant Land For Sale in Zwavelpoort AH","R19,450,000",Zwavelpoort Ah,Pretoria,Vacant Land,,,,,,"63 Ajax, Zwavelpoort AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/zwavelpoort-ah/vacant-land/981000/63-ajax/
buy,AP23512,3 Bedroom House For Sale in Equestria,"R2,190,000",Equestria,Pretoria,House,3,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/house/2897425/
buy,AP24009,5 Bedroom House For Sale in Model Park,"R3,000,000",Model Park,Witbank,House,5,4.5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/model-park/house/3114592/
buy,AP19622,132Ha Farm For Sale in Mookgopong,"R5,900,000",Mookgopong,Mookgopong,Farm,12,11,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/846577/
buy,AP23571,2 Bedroom Apartment For Sale in Moreleta Park,"R865,000",Moreleta Park,Pretoria,Apartment,2,1,,,,,Liezl Janse Van Rensburg,084 851 0492; 012 348 0123,[084 851 0492](https://wa.me/27848510492),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/moreleta-park/apartment/2919024/
buy,AP23830,3 Bedroom House Sold in Boschkop AH,"R4,500,000",Boschkop Ah,Pretoria,House,3,1,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),sold,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/boschkop-ah/house/3025964/
buy,AP23765,4 Bedroom House Sold in Waterkloof Glen,"R4,400,000",Waterkloof Glen,Pretoria,House,4,3.5,,,,,Betsie Summerfield,083 488 4748; 012 348 0123,[083 488 4748](https://wa.me/27834884748),sold,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-glen/house/3002172/
buy,AP20270,3 Bedroom House For Sale in Mookgopong,"R3,100,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/844851/
buy,AP20271,3 Bedroom House For Sale in Mookgopong,"R2,300,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/844921/
buy,AP23832,5 Bedroom Freestanding For Sale in Waterkloof Ridge,"R3,700,000",Waterkloof Ridge,Pretoria,Freestanding,5,4.5,,,,,Sandy Lunt,0823222322; 012 348 0123,[0823222322](https://wa.me/27823222322),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-ridge/freestanding/3026209/
buy,AP23630,5 Bedroom Freehold For Sale in Rietfontein SH,"R8,500,000",Rietfontein Sh,Pretoria,Freehold,5,4,,,,"155 Eland str, Rietfontein SH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/rietfontein-sh/freehold/2936887/155-eland-str/
buy,AP23915,1 Bedroom Apartment For Sale in Menlyn,"R1,650,000",Menlyn,Pretoria,Apartment,1,1,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlyn/apartment/3069683/
buy,AP24077,"2,116Ha Farm For Sale in Alldays","R16,200,000",Alldays,Alldays,Farm,12,8,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/alldays/alldays/farm/3143440/
buy,AP23168,"86,700m2 Vacant Land For Sale in Zwavelpoort AH","R7,850,000",Zwavelpoort Ah,Pretoria,Vacant Land,,,,,,"709 Graham M6, Zwavelpoort AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/zwavelpoort-ah/vacant-land/2476724/709-graham-m6/
buy,AP23895,18.50Ha Smallholding For Sale in Bela Bela Rural,"R2,700,000",Bela Bela Rural,Bela Bela,Smallholding,5,3,,,,,,062 568 0285; 065 851 0009,[062 568 0285](https://wa.me/27625680285); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/smallholding/3048052/
buy,AP22629,1 Bedroom Apartment For Sale in Menlo Park,"R1,780,000",Menlo Park,Pretoria,Apartment,1,1,,,,,Marianne Kenny,072 456 1802; 012 348 0123,[072 456 1802](https://wa.me/27724561802),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlo-park/apartment/1841720/
buy,AP23610,8.50Ha Farm For Sale in Bela Bela Rural,"R2,120,000",Bela Bela Rural,Bela Bela,Farm,3,2,,,,,,062 568 0285; 065 851 0009,[062 568 0285](https://wa.me/27625680285); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/farm/2927249/
buy,AP17763,1 Bedroom Apartment For Sale in Hatfield,"R1,150,000",Hatfield,Pretoria,Apartment,1,1,,,,,Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/844888/
buy,AP24123,3 Bedroom Townhouse For Sale in Garsfontein,"R1,699,000",Garsfontein,Pretoria,Townhouse,3,2,,,,,Vinette Smit,0826529627; 012 348 0123,[0826529627](https://wa.me/27826529627),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/garsfontein/townhouse/3168338/
buy,AP24065,2 Bedroom House For Sale in Waterkloof,"R4,600,000",Waterkloof,Pretoria,House,2,2,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/house/3141887/
buy,AP23325,3 Bedroom Apartment For Sale in Baileys Muckleneuk,"R1,700,000",Baileys Muckleneuk,Pretoria,Apartment,3,2,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/baileys-muckleneuk/apartment/2741978/
buy,AP23379,1 Bedroom Apartment For Sale in Pretoria West,"R345,000",Pretoria West,Pretoria,Apartment,1,1,,,,,,061 409 4722; 012 348 0123,[061 409 4722](https://wa.me/27614094722),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/pretoria-west/apartment/2785667/
